id,itemUrl,status,title,picUrl,initialPrice,currentPrice,consultPrice,marketPrice,sellOff,start,end,timeToStart,timeToEnd,viewerCount,bidCount,delayCount,applyCount,xmppVersion,buyRestrictions,supportLoans,supportOrgLoan,status,
567442356157,http://sf.taobao.com/sf_item/567442356157.htm,done,北京市昌平区北七家镇温泉花园19号楼1至2层2单元101号,//img.alicdn.com/bao/uploaded/i3/TB1UtJflQSWBuNjSszdxLjeSpXa,5510000,5510000,5210000,0,,2018-05-18 12:00:00,2018-05-19 12:30:46,-441738254,-353492254,5059,30,28,3,32,0,1,1,【第一次拍卖】|252.31平方米|2.31平方米  租赁情况  无  �|none| 无 |none,
567561829203,http://sf.taobao.com/sf_item/567561829203.htm,failure,北京市朝阳区广顺北大街31号院3号楼B门602号,//img.alicdn.com/bao/uploaded/i1/TB1Qm5alStYBeNjSspa7FGOOFXa,9975800,9975800,9975800,0,,2018-05-18 12:00:00,2018-05-19 12:00:00,-441738254,-355338254,2889,0,0,0,2,0,1,1,【第一次拍卖】|142.42平方米|2.42平方米  租赁情况  无  �|none| 无 |none,
567738444101,http://sf.taobao.com/sf_item/567738444101.htm,done,永州市冷水滩区零陵北路顺德花园德贤园A401,//img.alicdn.com/bao/uploaded/i1/TB1esxCmH5YBuNjSspooZYeNFXa,605200,605200,582600,0,,2018-05-18 10:00:00,2018-05-19 10:24:20,-448938254,-361078254,2467,23,23,2,24,1,0,0,【第一次拍卖】|none|用途为住宅租赁情况无钥匙|none|无|none,
567437372783,http://sf.taobao.com/sf_item/567437372783.htm,failure,北京市朝阳区甘露园1-4号楼地下车库-2层352号车位,//img.alicdn.com/bao/uploaded/i4/TB13tCIdiOYBuNjSsD4pR6SkFXa,230900,230900,230900,0,,2018-05-18 10:00:00,2018-05-19 10:00:00,-448938254,-362538254,3352,0,0,0,1,1,0,0,【第一次拍卖】|none|能拍品现状租赁情况有钥匙|none|有|none,
567957430206,http://sf.taobao.com/sf_item/567957430206.htm,failure,北京市海定区西钓鱼台嘉园6号楼2层0202号房产,//img.alicdn.com/bao/uploaded/i4/TB1e8LmdpooBKNjSZPhW6s2CXXa,20119200,20119200,20119200,0,,2018-05-18 10:00:00,2018-05-19 10:00:00,-448938254,-362538254,6525,0,0,0,2,0,0,1,【第一次拍卖】|none|none|none|none|none,
567962254731,http://sf.taobao.com/sf_item/567962254731.htm,failure,北京市延庆区高塔街甲58号1幢(绿韵广场)1至3层301号房地产,//img.alicdn.com/bao/uploaded/i1/TB1zUIjpCtYBeNjSspkImHU8VXa,77975170,77975170,111393100,0,,2018-05-18 10:00:00,2018-05-19 10:00:00,-448938254,-362538254,2244,0,0,0,1,0,0,0,【第一次拍卖】|7413.36平方米|途为商业。租赁情况有出租|none|有出租|none,
564964098730,http://sf.taobao.com/sf_item/564964098730.htm,done,北京市顺义区石园南区甲15号楼三层三单元302号,//img.alicdn.com/bao/uploaded/i1/TB1lMGdbkOWBuNjSspp8IJPgpXa,1523200,1523200,2720000,0,1,2018-04-09 10:00:00,2018-05-18 18:30:44,-3818538254,-418294254,41115,1,0,1,3,0,0,1,【变卖】|67.40平方米|ic;）备注有租赁 租赁期限�|none|拍卖权利限制及瑕疵等情况|none,
567712652607,http://sf.taobao.com/sf_item/567712652607.htm,failure,北京市海淀区中关村大街18号2层2B127号房产,//img.alicdn.com/bao/uploaded/i1/TB185clmv1TBuNjy0FjYpejyXXa,367000,367000,458754,0,,2018-05-17 11:00:00,2018-05-18 11:00:00,-531738254,-445338254,9324,0,0,0,1,0,0,0,【第一次拍卖】|15.87平方米|�15.87平方米租赁情况无钥匙|none|无|none,
567922206680,http://sf.taobao.com/sf_item/567922206680.htm,failure,北京市海淀区中关村大街18号2层2B178号房产,//img.alicdn.com/bao/uploaded/i4/TB1g6MsmxSYBuNjSspj3IF73VXa,470000,470000,589453,0,,2018-05-17 11:00:00,2018-05-18 11:00:00,-531738254,-445338254,4332,0,0,0,1,0,0,0,【第一次拍卖】|20.34平方米|�20.34平方米租赁情况无钥匙|none|无|none,
567377480956,http://sf.taobao.com/sf_item/567377480956.htm,done,北京市通州区东潞苑21号楼161号,//img.alicdn.com/bao/uploaded/i1/TB1XlP4m25TBuNjSspcHUDnGFXa,3130000,3130000,3035000,0,,2018-05-17 10:00:00,2018-05-18 10:34:13,-535338255,-446885255,12366,86,35,12,88,0,0,1,【第一次拍卖】|101.04平方米|否已腾空是租赁情况无租赁|途　是否已腾空是租赁情况|无租赁|是,
566566269814,http://sf.taobao.com/sf_item/566566269814.htm,done,北京市房山区良乡东路56号院31号楼1单元2层201号住宅,//img.alicdn.com/bao/uploaded/i2/TB1yPuhbRjTBKNjSZFDHF_VgVXa,2900000,2900000,3210000,0,,2018-05-17 10:00:00,2018-05-18 10:00:00,-535338255,-448938255,7307,1,0,1,3,0,0,1,【第一次拍卖】|86.95平方米|否已腾空是租赁情况无过户|住宅是否已腾空是租赁情况|无|是,
567559121419,http://sf.taobao.com/sf_item/567559121419.htm,done,北京市西城区安德路128号3门103号房屋,//img.alicdn.com/bao/uploaded/i1/TB1S6iQdamWBuNkHFJHt.matVXa,7890000,7890000,7370000,0,,2018-05-16 10:00:00,2018-05-17 12:55:02,-621738255,-524836255,16169,169,154,9,171,0,0,1,【第一次拍卖】|71.17平方米|否已腾空否租赁情况无租赁|途　是否已腾空否租赁情况|无租赁|否,
567381173183,http://sf.taobao.com/sf_item/567381173183.htm,done,位于北京市朝阳区广渠门外大街一号院5号楼4层509号住宅（含分摊的土地使用权）,//img.alicdn.com/bao/uploaded/i3/TB1g33QkuSSBuNjy0FlccrBpVXa,8874075,8874075,9032100,0,,2018-05-15 10:00:00,2018-05-16 10:31:55,-708138255,-619823255,9606,63,50,6,65,0,0,1,【第一次拍卖】|87.55平方米|�87.55平方米租赁情况提供的|none||none,
568480309667,http://sf.taobao.com/sf_item/568480309667.htm,done,北京市丰台区东木樨园15号楼1层108号房屋,//img.alicdn.com/bao/uploaded/i1/TB1ZTcKfTXYBeNkHFrdecEiuVXa,2648168,2648168,3111200,0,,2018-05-14 10:00:00,2018-05-15 10:43:29,-794538255,-705529255,9703,74,69,7,76,0,0,1,【第二次拍卖】|none|��拨*是否有租赁无权利限制|none|无|none,
567403652176,http://sf.taobao.com/sf_item/567403652176.htm,failure,北京市丰台区方庄南路58号院1幢-1层229号地下车位,//img.alicdn.com/bao/uploaded/i3/TB1jpBAlAyWBuNjy0FpW.WssXXa,175000,175000,247600,0,,2018-05-14 10:00:00,2018-05-15 10:00:00,-794538255,-708138255,8038,0,0,0,1,0,1,0,【第一次拍卖】|33.4平方米|质地下车位租赁情况无钥匙|none|无|none,
567441625662,http://sf.taobao.com/sf_item/567441625662.htm,failure,北京市朝阳区安立路68号28层C2-2802房,//img.alicdn.com/bao/uploaded/i3/TB1EW9EkYSYBuNjSspfmxsZCpXa,8542000,8542000,12201610,0,,2018-05-14 10:00:00,2018-05-15 10:00:00,-794538255,-708138255,5230,0,0,0,3,0,0,0,【第二次拍卖】|184.80平方米|否已腾空否租赁情况租赁期|用途是否已腾空否租赁情况|租赁期至2018年5月30日止|否,
567543066375,http://sf.taobao.com/sf_item/567543066375.htm,failure,密云区京溪小区10号楼5层2单元502号,//img.alicdn.com/bao/uploaded/i1/TB1RLDNk21TBuNjy0FjE8yjyXXa,1100000,1100000,1361500,0,,2018-05-14 10:00:00,2018-05-15 10:00:00,-794538255,-708138255,4929,0,0,0,2,0,0,1,【第一次拍卖】|92.97平方米|否已腾空是租赁情况无出租|住宅是否已腾空是租赁情况|无出租|是,
567749191265,http://sf.taobao.com/sf_item/567749191265.htm,failure,北京市昌平区西环路32-1至32-11号1至2层32-11号商业房,//img.alicdn.com/bao/uploaded/i1/TB1ZVFmmY9YBuNjy0FgIJZxcXXa,35000000,35000000,36132900,0,,2018-05-14 10:00:00,2018-05-15 10:00:00,-794538256,-708138256,2473,0,0,0,1,0,0,0,【第一次拍卖】|none|屋用途商业租赁情况已出租|none|已出租|none,
567758983949,http://sf.taobao.com/sf_item/567758983949.htm,failure,北京市朝阳区常营北小街2号院6号楼9层902号房屋,//img.alicdn.com/bao/uploaded/i4/TB1tr0WdbZnBKNjSZFK6agGOVXa,3537800,3537800,3537800,0,,2018-05-14 10:00:00,2018-05-15 10:00:00,-794538256,-708138256,6902,0,0,0,2,0,0,1,【第一次拍卖】|78.13平方米|否已腾空否租赁情况无钥匙|出让是否已腾空否租赁情况|无|否,
567468745330,http://sf.taobao.com/sf_item/567468745330.htm,done,广西省贵港市平南镇工业大道汇东星城小区1幢在建工程的房号为053103号房屋一套,//img.alicdn.com/bao/uploaded/i4/TB19.A5kYSYBuNjSspfYV.ZCpXa,231490,231490,330700,0,,2018-05-13 10:00:00,2018-05-14 10:00:00,-880950581,-794550581,2554,1,0,1,2,0,0,0,【第一次拍卖】|none|none|none|none|none,
568198996961,http://sf.taobao.com/sf_item/568198996961.htm,done,北京市大兴区黄村镇香留园302号楼1至3层04,//img.alicdn.com/bao/uploaded/i3/TB1HSfKnNSYBuNjSspjoaV73VXa,10411690,10411690,12842300,0,,2018-05-10 10:00:00,2018-05-11 10:32:17,-1140150581,-1051813581,5214,99,65,7,101,0,1,1,【第二次拍卖】|211.41平方米|否已腾空否租赁情况否过户|用途是否已腾空否租赁情况|否|否,
566931080810,http://sf.taobao.com/sf_item/566931080810.htm,failure,北京市宣武区永光东街9号院2号楼6层①-0601号住宅,//img.alicdn.com/bao/uploaded/i4/TB11sXdiWmWBuNjy1XahGBCbXXa,37046900,37046900,37046900,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,5712,0,0,0,2,0,0,1,【第一次拍卖】|294.42平方米|none|none|none|none,
567198612768,http://sf.taobao.com/sf_item/567198612768.htm,failure,北京市朝阳区孙河乡北甸西村19#住宅楼-2至3层1909号房产,//img.alicdn.com/bao/uploaded/i1/TB174PBkh1YBuNjy1zc9.YNcXXa,27351078,27351078,27351078,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,5382,0,0,0,2,0,0,1,【第一次拍卖】|304.31平方米|none|none|none|none,
567213408643,http://sf.taobao.com/sf_item/567213408643.htm,failure,北京市海淀区静淑东里6号楼6层4门4061房屋,//img.alicdn.com/bao/uploaded/i4/TB1TegUkh1YBuNjy1zcnAzNcXXa,8249850,8249850,9166500,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,4812,0,0,0,2,0,0,1,【第一次拍卖】|129.74平方米|none|用地是否已腾空否钥匙无权|none|否,
567343117153,http://sf.taobao.com/sf_item/567343117153.htm,failure,北京市昌平区西关路20号4号楼16层4-1907号房地产,//img.alicdn.com/bao/uploaded/i2/TB1OURxkAyWBuNjy0FpkNCssXXa,1250000,1250000,1546300,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,7942,0,0,0,1,0,0,0,【第一次拍卖】|none|途商务办公租赁情况无钥匙|none|无|none,
568517242292,http://sf.taobao.com/sf_item/568517242292.htm,failure,北京市昌平区湾流汇嘉园一区37号-1至2层全部,//img.alicdn.com/bao/uploaded/i2/TB1.lcCn9tYBeNjSspkuInU8VXa,9971730,9971730,11079700,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,3062,0,0,0,2,0,0,1,【第二次拍卖】|300.85平方米|性质商品房租赁情况钥匙无|none||none,
568533603090,http://sf.taobao.com/sf_item/568533603090.htm,failure,北京市西城区广安门外大街305号二区11号楼1107号房产,//img.alicdn.com/bao/uploaded/i1/TB1wyXln49YBuNjy0FfcQVIsVXa,19034928,19034928,26437400,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,3300,0,0,0,1,0,0,0,【第二次拍卖】|342.88平方米|none|none|none|none,
568604899904,http://sf.taobao.com/sf_item/568604899904.htm,failure,北京市朝阳区望京西园320号楼21层2106,//img.alicdn.com/bao/uploaded/i2/TB1ket3fIuYBuNkSmRyJM.A3pXa,11588220,11588220,12875800,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,3011,0,0,0,2,0,0,1,【第二次拍卖】|151.16平方米|地性质住宅租赁情况钥匙无|none||none,
568606323218,http://sf.taobao.com/sf_item/568606323218.htm,failure,北京市昌平区北七家镇园中园公园公寓5号楼5层1单元502,//img.alicdn.com/bao/uploaded/i4/TB1beKTn3aTBuNjSszf1AVgfpXa,4759470,4759470,5288300,0,,2018-05-10 10:00:00,2018-05-11 10:00:00,-1140150582,-1053750582,3175,0,0,0,2,0,0,1,【第二次拍卖】|163.42平方米|地性质住宅租赁情况钥匙无|none||none,
567260085248,http://sf.taobao.com/sf_item/567260085248.htm,done,北京市海淀区西郊北洼路二区10号楼4层4单元441号,//img.alicdn.com/bao/uploaded/i3/TB1GzK9j4GYBuNjy0Fn7Ip5lpXa,4794320,4794320,5467900,0,,2018-05-09 12:00:00,2018-05-10 12:49:34,-1219350582,-1129976582,10312,19,15,4,21,0,1,1,【第一次拍卖】|64.20平方米|�64.20平方米租赁情况无抵押|none|无|none,
568503831859,http://sf.taobao.com/sf_item/568503831859.htm,done,北京市石景山区八宝山南路重兴嘉园3号楼10层1006号,//img.alicdn.com/bao/uploaded/i2/TB1z3jRnL1TBuNjy0FjQYSjyXXa,3010000,3010000,3506300,0,,2018-05-09 10:00:00,2018-05-10 10:47:31,-1226550582,-1137299582,9573,121,94,17,123,0,0,1,【第二次拍卖】|66.64平方米|品房，住宅租赁情况不详钥|none|不详|none,
567160184686,http://sf.taobao.com/sf_item/567160184686.htm,done,北京市海淀区北洼西里22号中海雅园北6号楼1501,//img.alicdn.com/bao/uploaded/i3/TB1SA0JnmtYBeNjSspabvSOOFXa,8576400,8576400,12252000,0,,2018-05-09 10:00:00,2018-05-10 10:00:13,-1226550583,-1140137583,9004,1,1,1,3,0,0,1,【第一次拍卖】|163.36平方米|屋用途住宅租赁情况有人居|none|有人居住，租赁情况不详，买受人自行核实并承担相应风险。|none,
567278825090,http://sf.taobao.com/sf_item/567278825090.htm,failure,北京市昌平区佳运园26号楼4层538号房产,//img.alicdn.com/bao/uploaded/i4/TB1teTWjVOWBuNjy0Fig9tFxVXa,1876807,1876807,1876807,0,,2018-05-09 10:00:00,2018-05-10 10:00:00,-1226550583,-1140150583,6497,0,0,0,1,0,0,0,【第一次拍卖】|none|�查封2.有无租赁：无3.是否�|none|拍品介绍1.拍卖对象：已取得《房屋所有权证》，被执行人张真理所有的位于北京市昌平区佳运园26号楼4层538号商业房（产权证号：X京房权证昌字第434142）。面积48.9平米2、他项权利状况：有抵押，抵押权人为中国建设银行3、权证情况：538号房产（产权证号：X京房权证昌字第434142）4、限购情况：竞买人自行咨询5、税费负担情况：按主管部门规定承担税费，均由买受人负担。6、所在楼盘情况：交通便利7、基础设施状况：齐全8、物业情况：物业、水电费欠费由买受人承担，自行咨询。|none,
567451615650,http://sf.taobao.com/sf_item/567451615650.htm,failure,北京市昌平区佳运园26号楼4层539号,//img.alicdn.com/bao/uploaded/i4/TB1.Mz0j29TBuNjy1zbqOdpepXa,1876807,1876807,1876807,0,,2018-05-09 10:00:00,2018-05-10 10:00:00,-1226550583,-1140150583,3752,0,0,0,1,0,0,0,【第一次拍卖】|none|�查封2.有无租赁：无3.是否�|none|拍品介绍1.拍卖对象：已取得《房屋所有权证》，被执行人张真理所有的位于北京市昌平区佳运园26号楼4层539号商业房（产权证号：X京房权证昌字第434143）。面积48.9平米2、他项权利状况：有抵押，抵押权人为中国建设银行3、权证情况：539号房产（产权证号：X京房权证昌字第434143）4、限购情况：竞买人自行咨询5、税费负担情况：按主管部门规定承担税费，均由买受人负担。6、所在楼盘情况：交通便利7、基础设施状况：齐全8、物业情况：物业、水电费欠费由买受人承担，自行咨询。|none,
566418268904,http://sf.taobao.com/sf_item/566418268904.htm,done,北京市朝阳区广顺南大街19号院4号楼17层1705号房屋,//img.alicdn.com/bao/uploaded/i1/TB1ykl5gx1YBuNjy1zcNyzNcXXa,8000000,8000000,8909497,0,,2018-05-08 10:00:00,2018-05-09 10:00:00,-1312950583,-1226550583,7100,1,0,1,3,0,0,1,【第一次拍卖】|174.72平方米|否已腾空是租赁情况无租赁|途　是否已腾空是租赁情况|无租赁|是,
566421628053,http://sf.taobao.com/sf_item/566421628053.htm,done,北京市朝阳区广顺南大街19号院4号楼14层1405号房屋,//img.alicdn.com/bao/uploaded/i4/TB10YX7gpuWBuNjSspn5ax1NVXa,8000000,8000000,8883813,0,,2018-05-08 10:00:00,2018-05-09 10:00:00,-1312950583,-1226550583,5306,1,0,2,3,0,0,1,【第一次拍卖】|174.72平方米|否已腾空是租赁情况无租赁|途　是否已腾空是租赁情况|无租赁|是,
566614170631,http://sf.taobao.com/sf_item/566614170631.htm,failure,北京市朝阳区广顺南大街19号院1号楼29层2901号房屋,//img.alicdn.com/bao/uploaded/i2/TB11fXWgAyWBuNjy0Fpfj1ssXXa,6800000,6800000,7224530,0,,2018-05-08 10:00:00,2018-05-09 10:00:00,-1312950583,-1226550583,4461,0,0,0,2,0,0,1,【第一次拍卖】|124.43平方米|否已腾空是租赁情况无租赁|途　是否已腾空是租赁情况|无租赁|是,
567120314237,http://sf.taobao.com/sf_item/567120314237.htm,failure,北京市丰台区西马场南里一区13号楼11层2-1101房产,//img.alicdn.com/bao/uploaded/i4/TB1.nHbiQOWBuNjSsppgNVPgpXa,7241120,7241120,9051400,0,,2018-05-07 10:00:00,2018-05-08 10:00:00,-1399350583,-1312950583,4169,0,0,0,2,0,0,1,【第一次拍卖】|138.91平方米|none|none|none|none,
568281347483,http://sf.taobao.com/sf_item/568281347483.htm,failure,北京市大兴区三羊南街十号院26号（远洋天著悦山）别墅房地产,//img.alicdn.com/bao/uploaded/i2/TB1kHD.hnXYBeNkHFrdFtEiuVXa,18223185,18223185,19182300,0,,2018-05-07 10:00:00,2018-05-08 10:00:00,-1399350583,-1312950583,4493,0,0,0,2,0,0,1,【第二次拍卖】|399.49平方米|�自行车库  租赁情况  无  �|none| 无 |none,
566978093245,http://sf.taobao.com/sf_item/566978093245.htm,done,北京市丰台区石榴园南里13号楼6层7-603,//img.alicdn.com/bao/uploaded/i1/TB1ZZmqir1YBuNjSszeySGblFXa,2932308.3,2932308.3,2761869,0,,2018-05-05 10:00:00,2018-05-06 10:35:08,-1572150583,-1483642583,14758,95,66,16,97,0,1,1,【第一次拍卖】|58.94平方米|否已腾空否租赁情况无过户|不详是否已腾空否租赁情况|无|否,
567209975101,http://sf.taobao.com/sf_item/567209975101.htm,done,北京市朝阳区团结湖南里8号楼14-2号房产,//img.alicdn.com/bao/uploaded/i3/TB1zz.Hkv1TBuNjy0FjXvKjyXXa,2995500,2995500,3194980,0,,2018-05-05 10:00:00,2018-05-06 10:33:51,-1572150583,-1483719583,18330,70,43,13,72,0,0,1,【第一次拍卖】|none|none|none|none|none,
567059946796,http://sf.taobao.com/sf_item/567059946796.htm,failure,北京市-朝阳区-南平里42号楼5层1单元1502号,//img.alicdn.com/bao/uploaded/i4/TB1mJCCiuuSBuNjy1Xc7mEYjFXa,2564800,2564800,3206000,0,,2018-05-05 10:00:00,2018-05-06 10:00:00,-1572150583,-1485750583,6623,0,0,0,2,0,0,1,【第二次拍卖】|77.23平方米|划用途住宅租赁情况无钥 �|none|无|none,
567503353516,http://sf.taobao.com/sf_item/567503353516.htm,done,北京市东城区建国门内大街18号办公楼三座823单元办公房地产,//img.alicdn.com/bao/uploaded/i2/TB1.CVdlCtYBeNjSspaPimOOFXa,8005680,8005680,7413350,0,,2018-05-04 10:00:00,2018-05-05 11:57:29,-1658550583,-1565101583,5076,84,68,6,85,0,0,0,【第二次拍卖】|none|人自行腾房租赁情况823房屋|途　是否已腾空否,如拍卖�|823房屋现已出租，租户是秘境堂（北京）生物科技有限公司，但此公司未向我院提供租赁合同。2016年2月29日，北京富通华生物科技有限公司向中院提交该公司与爱德检测科技有限公司之间租赁协议的说明文件。青岛市中级人民法院2016年8月9日向北京富通华生物科技有限公司通知：由于北京富通华生物科技有限公司未在中院指定的期限内提交材料、申报权利，且无正当理由，故本案中中院对北京富通华生物科技有限公司与爱德检测科技有限公司之间租赁合同关系的主张不予确认。|否,如拍卖成交，由买受人自行腾房,
567504553481,http://sf.taobao.com/sf_item/567504553481.htm,done,北京市东城区建国门内大街18号办公楼三座822单元办公房地产,//img.alicdn.com/bao/uploaded/i1/TB1vpfklkKWBuNjy1zj0BkOypXa,8005680,8005680,7413350,0,,2018-05-04 10:00:00,2018-05-05 11:55:20,-1658550583,-1565230583,4138,81,67,6,82,0,0,0,【第二次拍卖】|none|自行腾房。租赁情况2016年2�|途　是否已腾空822单元未能|2016年2月29日，北京富通华生物科技有限公司向中院提交该公司与爱德检测科技有限公司之间租赁协议的说明文件。青岛市中级人民法院2016年8月9日向北京富通华生物科技有限公司通知：由于北京富通华生物科技有限公司未在中院指定的期限内提交材料、申报权利，且无正当理由，故本案中中院对北京富通华生物科技有限公司与爱德检测科技有限公司之间租赁合同关系的主张不予确认。|822单元未能进入室内，现状空置，玻璃门上锁.如拍卖成交由买受人自行腾房。,
